,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
148871,5369d55c78124ad0,"""

The user's final edit was to blank his Talk page with the edit summary """"fuck it.""""  The page blanking was reverted """"because of an active block"""".  The block is no longer active, the user has not returned to Wikipedia, and I think it is pretty clear that """"fuck it"""" is the equivalent of """"I am retiring from Wikipedia.""""  It seems to me that if someone has expressed quite clearly that they don't want to come back to Wikipedia and that they don't want their sad saga displayed on their Talk page for all eternity, that is within their rights.
Also, I question whether the initial reversion of the page blanking was even according to policy.  Show me one policy that says you cannot blank active block messages on your talk page, hmmm?  While WP:DRC is merely a guideline, there is a distinct lack of Wikipedia policy limiting what kind of content users can remove from their Talk page.  I happen to think there should be policy limiting what a person is allowed to remove from their own talk page (e.g. warnings <24 hours old and active block notices) but as it currently stands there is no such policy, at least not that I can find.  (If I am wrong, please enlighten me!)
If I have to abide by rules I think are dumb, then so does everybody else.  In fact, that is the difference between us and Karaku  Karaku disagreed with the rules so he chose to aggressively break them and call everyone else ignorant.  I disagree with the rules, but I realize they have been formed by community consensus and so I will abide by them as long as they are in place.  And by my interpretation of the current rules, Karaku's blanking of the Talk page should never have been reverted.  
Furthermore, while I recognize that I was using the word """"VANISH"""" imprecisely, it appears to be a longstanding tradition in Wikipedia that if a user wants to just leave and clear out the ugly history of their wrongdoing, they have the right to do that.  Karaku very clearly indicated a desire to do just that (is there really that much difference between putting a banner saying """"Retired"""" at the top of your Talk page vs. blanking the thing with the edit summary """"fuck it""""?).
Anyway, I'm obviously not going to get in an edit war over a retired user's talk page.  I'm just sort of surprised at the insistence to leave all this stuff in place when the user doesn't want it and Wikipedia policy provides no mechanism to override those wishes...   """,0,0,1,0,0,0
148938,54636e52d2c0dc82,"""

 Bone to pick: friends/Chris Evans 

Alright, I've waited my week long block to type this. What's the big deal? That other IP you blocked brought up a good point: Jon Favreau lists friends, namely Vince Vaughn, Leonardo Dicaprio does. Kate Winslet too. But my question is that why is it fine to have it on their articles, but here, it's a huge problem. And there's always a million excuses; """"trivia, OR, lousy content."""" All I'm doing is going off what the other articles on this site did and added it as. He'll, it should be considered passable due to the amount of films they did together. At least note that on the article. But, no, whenever I add it, the response I get is the equivalent of being told to go fuck myself. I'm only trying to help out. Just because I'm an IP doesn't give you the right to push me around and treat e like shot.""",0,0,1,0,0,0
149441,5c2383aeb4c04c49,"Hey, you're not the only Irishman editing this damn thing ;-)",0,0,1,0,0,0
149644,5f2185f89316ef25,"I am in awe of your template usage, true fucking hero you are, you twinkle-queen",0,0,1,0,0,0
149912,638ffbc72134f529,"""
Calling someone """"daft"""" is a [WP:NPA|personal attack]] and """"bullshit warnings"""" is likewise uncollegial, so I recommend that you calm down and redact yourself. I also reserve the right to leave appropriate templates on your talk page, as is required of me.
If you read WP:SPS, which I did, you'll find that it explicitly makes an exception for experts in the field, like Callahan. You also didn't deny that BLP is irrelevant.
I believe I've clearly shown that you are wrong on the basis of policy, so I'm asking you again to revert yourself and avoid sanctions.   """,0,0,1,0,0,0
150403,6b9c46b3d9e854b7,"Well, I finally got round to posting something in the ANI thread today, ultimately linking to this thread, and I now feel like I am being railroaded in what I'm pretty sure is a disingenuous manner. Is there any point in me continuing at all when this crap is allowed to go on? -",0,0,1,0,0,0
150573,6e84ad5af3ca4586,get p!$$ed off when someone expresses hate for Nintendo. I,0,0,1,0,0,0
152140,8869b376fee13045,"(UTC)
Well thats bullshit who do call them pro, NCAA teams dont pay their players with money, but they do it with other stuff like cars and boats ect. I know this is a comment on something 3 years old but yeah lol.72.138.216.89  20:39, 5 May 2008",0,0,1,0,0,0
152197,89456507d6513d28,"Thank you for admitting you were wrong in reverting my edits because I was actually getting pissed off by your actions, I am sorry for snapping at you and calling you a 'dumbass' we did have a misunderstanding and we will just forgive and forget. )",0,0,1,0,0,0
152763,92391e6383fd648c,"I forgot to log on with my username, I corrected my mistake when addressing Marcus, I honestly don't see what the problem is, I don't use that Anon IP on wikipedia so its not a sockpuppet of me. Anyway Dick in that context refers to Don't be a Dick, if you had bothered to do your homework you would have known that, one could label Wiki:dick in this case as personal attack but personal attacks are not vandalism, so get your facts straight.",0,0,1,0,0,0
152772,926a65c24209d14b,"SimCopter Shenanigans
Hiya. I originally followed this controversy in PC Gamer (my god, back when printed magazines were worth a shit), so off the top of m yhead I didn't have any sites. 

I remember there being a few Geocities webpages on SimCopter, but by the time I had graphical internet (circa 1998) it was already considered an old school game.

One page I found while googling that mentions the controversy is http://www.langston.com/Fun_People/1996/1996CFM.html  another is http://lists.samurai.com/pipermail/bryans-list/1996-December/001811.html  apparently the programmer who inserted this easter egg was fired. Go figure - and here we have people trying to push the view that the Clinton years were all about tolerance. What a load. 

ANYWAY, before I go off on a political tangent, check out those sites, and I'll try to find some actual SimCopter sites at some point (though I get the feeling this will be a fruitless endeavor)",0,0,1,0,0,0
154001,a6cfff34a6bba691,"""
""""Years after Hanson's death, will her biographer sit down and include this incident and her reaction? I've written articles on Australian historical figures—from the left and the right—and I don't include petty bullshit like this."""" Further point is that it is irrelevant to her entire life and career. So many Wikipedia articles aren't a proper biography, they're """"slap"""" from this media article, and """"slap"""" from that media article; based on the idea that it was said, or done, so it must be there (irrelevant of how petty or non-notable it is). It's why articles on modern-day 'extremists', whatever their creed, are so bad: because they're just conduits for media crap. (i.e. Something negative was said about the person at hand, so it therefore must be slapped in the article; this is done under the guise of it being """"notable"""", but it is, in reality, just an editor taking an oppourtunity to attack the person at hand.)

Do not think I'm blind. I see through the bullshit, whether it comes from you or the media. I haven't moved away from my earlier points because I'm sticking to my guns; I'm merely elaborating on them further in the hope to getting the point across to you and your comrades.

Nice try at baiting me, though.  talk """,0,0,1,0,0,0
154310,ac1941d6bebc3afc,"""
Exhibit A.
Nothing false about that? Realy? Anyhow, I """"fucking"""" reinstated one lost comment of yours and you might not be aware of, but WP is not censored so my """"fucking"""" remark is covered and allowed by policy and you have to deal with it. But enough now. I'm getting too attached (just like you although it's still a long way for me...) and, I still didn't had dinner and have to expect my punishment for that later. So bye.The Magnificent Clean-keeper (talk) """,0,0,1,0,0,0
154832,b47050d47d040513,"John Edward 

Hi 

This topic is getting really fucking boring, and the cabal of Dreadlocke and Martinphi are over there revert warring just now, I have spent 3 reverts over there but they are still at it....sad eh?",0,0,1,0,0,0
155032,b7ef25a6ef3e11ce,"No Picture? 

With such a heinous murder and rape spree, why isn't there a picture of the thug? His spiteful, bastard face must be seen to have the full effect: Mugshot

Also, it should be mentioned somewhere, maybe in a Controversies section, that the Oakland black community and black activist groups actually came to Mixon's defense- calling him a soldier, a hero, and a victim: Source 1 , Source 2 50.29.10.210",0,0,1,0,0,0
159103,f896893958bb1cec,"OH DEAR OH DEAR, HOW FUKIN SAD. I WILL REGRET THIS FOR THE REST OF MY LIFE!!",0,0,1,0,0,0
159301,fbb9d76ad8911cc4,"The first of your links is something to agree to however. Leaving out 'fucking'. For the second, truthful one, I would've gone with a week however. But it's not my call.",0,0,1,0,0,0
