,comment_text,threat,blackmail
76100,"This is an absolute fucking travesty. I DO NOT ACCEPT this vote. This page was moved without a fucking consensus to a page that is not even in FUCKING English for FUCK sake here we have a vote that has not acheived 60% neccesary to move it from what was the status quo at River Plate and yet the page remaines at this foreign language name. FFS you all ought to legislate at elections in China. It's an absolute fucking disgrace. This is it I have fucking had it with Wikipedia it's a load of SHIT dominated by a FUCKING an Americo-centrist view of th world GOODBYE and so long and thanks for the fish. I give up DuncHarris was right the FUCKING lunatics have taken over the asylum where our language ENGLISH is usurped by a foreign language on our own FUCKING site because of politcal correctness, US American ignorance and an Argentinean agenga, I bet it won't be long before we find Falkland Islands moves to Malvinas. what a buncgh of cunts.",0,1
76115,fuck you motherfucker.there i said it again bitch,0,1
76140,"Sure, I'll listen to a fag.  Go suck a dick or something.  Maybe you and Originalsinner should get together.  I hear he likes to take up the ass dry, just like you!",0,1
76151,"F-off 
You think I give a shit about weirdos from Wiki lecturing me, you fvcking freak putting that that little girl that was raped, burned and died had sex with multiple people?  I don't give a fvck, you inhuman leftist!  Weirdos that work for free on Wiki.",0,1
76164,"Bloody asshole 

You are a bloody asshole and fucking hijra, chootiya and if you block then remember i will hack your account and find you. i will beat you so hard that you will remember.",0,1
76168,"J .Mabel you are a GARBAGE! 

You delete Sorin Cerin?",0,1
76180,You are a faggot!68.33.41.181,0,1
76184,"nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit nice work removing edits, faggot ass piece of shit ni",0,1
76233,"Hello idiot!!!
I'm tired to see too many cretinos in Amesh Wiki.",0,1
76244,"LOL 

Stop eating shit you nigger!!",0,1
76260,Please stop your crony bullshit. I didn't attack anyone - I just copypasted on his page what he posted here plus added FUCK OFF,0,1
76276,"""So its okay for a woman editor to be called a """"cunt"""" a """"Bitch"""" a """"cock shit"""" and repeatedly subjected to obscenities like """"Fucking"""". That isn't a big deal, but if she complains about it THEN it is a a big dealwrongdoing on her part. Obviously the concept of basic fairness did not enter into your decision. Your handling if this is dripping with sexism and bias. """,0,1
76301,"Flex 

Do you know any one with flex?!?! aparently not because we own the name and the airline now and we are starting it up so leave it alone! its ours now stupid f**k",0,1
76317,Are you wikistalking me you fucking aspie? Either crawl back to your hugbox or hang yourself.,1,1
76332,This user is a twat cunt who likes big willies in his body. He also likes being Gay and likes sucking willies and putting tongues up young boys arseholes. He enjoys eating shit and wank while washing it down with his own piss.,0,1
76416,"GO FUCK YOURSELF! 

there was no reason to delete what i put in that article..i changed it because what it said before was false stupid!",0,1
76433,FUCK QUEBECFAGGOTS. FUCKING SEPERATE SO WE CAN FUCKING INVADE YOU PROPERLY AND FUCKING FINISH THE JOB. 99.241.217.133,0,1
76438,"You cocksucker

FUCK YOU OK? I hate you! Stop reverting my edits. I will kill you. FUCK OFF AND GO FUCK URSELF, COCKMUNCHER!",1,1
76454,"Communists  

All communists should be shot as traitors. Starting with you.",1,0
76499,"""

Big Pro-Choice dyke

Hey bitch, if you're such a cunt ass lesbian why do you care if other women can have abortions?  Do you think those murdering sluts will have sex with you because of the sympathy?  """"Oh sisterhood, eat my cunt!""""  Get a fucking life, nobody like a pro-choice dyke.""",0,1
76504,"There was at the time of the first redirect, smart guy. Just because some one decided to delete all relevant information pertaining to Caturday in favor of the spin-off term Lolcats doesn't make the wikiality any more factually based. I don't have to convince you, ptkfgs. The history and sources back me up. Caturday will not redirect to lolcats as long as I'm able to stop it. Don't just walk into an edit war. Do some looking first. I don't owe you imbeciles anything.",0,1
76507,"Oh, shut up and fuck off, you asshole.  I'll be blocked, for sure, but you'll look stupid for chasing me.  I'll just make another account.",0,1
76509,Fuck off you right wing nazi scum. BTW your crazy religion is a myth.,0,1
76543,"ur a faggot, fuck off and get a real job and stop fucking with my posts

8=======D",0,1
76556,"SUCK MY ASSHOLE, YOU HAVE LESS OF A LIFE THAN ME! FUCK A HORSE YOU SHITBAG.",0,1
76565,"Oh, and I am a sockpuppet of a guy called UNorginal, bitch!",0,1
76577,"What kind of freak keeps obsessive stalkerish lists of people posting in favour of someone's innocence?  A dirty little basement dwelling creep, that's who. 109.145.67.105",0,1
76579,"""

Fucking Wikipedia nerd...
-⊕ talk """,0,1
76581,gay fucking faggot who has no life and no job and spends his whole shitty fucking life on wikipedia feeling powerful because he can ban and block peoples ips. hes a basement dwelling cunt. Not that i'm suprised however if I had a face like that I would stay indoors too.,0,1
76596,"you are ugly too 

go exercise and also get a real job and a girlfriend.",0,1
76601,"Fuck with me again (an invitation) 

I reckon you need to chill the fuck out?  Innit?",0,1
76607,"you smell of pig shit,",0,1
76626,""" Edit summaries like """"No spewing crap out of your ass"""" are not acceptable.""",0,1
76632,"""::::: Get off my dick, cunt. In case you didn't notice, the block was after this. You really must be retared.  It's a zero! 
""",0,1
76653,A SCREW YOU!! U FUCKING HARRY POTTER FANS!!!!,0,1
76670,"GUESS WHAT?

YOUR STILL A DIRTY LITTLE COCK-SUCKING SLUT!",0,1
76675,"BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
 Do I know you? 

BeCauSe You aRe a FGGT!
== Do I know",0,1
